text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
"Humanitarian visas, which allow those in need of protection to safely come to Europe and apply for asylum here, can also provide legal means of escape.","Humanitarian visas, which allow those in need of protection to safely come to Europe and apply for asylum here, can also provide legal means of escape.",201.2,,41113,2017,41113_2017_57784,201.2,1,humanitarian
Resettlement is a complement to the existing refugee protection of the Geneva Convention.,Resettlement is a complement to the existing refugee protection of the Geneva Convention.,201.2,,41113,2017,41113_2017_57785,201.2,1,humanitarian
This does not affect the individual right to asylum.,This does not affect the individual right to asylum.,201.2,,41113,2017,41113_2017_57786,201.2,1,humanitarian
It must be quickly clarified whether an asylum application leads to recognition.,It must be quickly clarified whether an asylum application leads to recognition.,303,,41113,2017,41113_2017_57788,303,1,humanitarian
"Initial care and accommodation up to distribution as well as identification, registration and further distribution of the protection seekers to the member states should be organized in the countries of entry within the EU, if possible.","Initial care and accommodation up to distribution as well as identification, registration and further distribution of the protection seekers to the member states should be organized in the countries of entry within the EU, if possible.",201.2,,41113,2017,41113_2017_57789,201.2,1,security
But this must not lead to inhumane refugee camps like the current hotspots.,But this must not lead to inhumane refugee camps like the current hotspots.,201.2,,41113,2017,41113_2017_57790,201.2,1,humanitarian
"This includes the voluntary return, as quickly as possible, of those who are not granted the right to stay in Germany after the conclusion of legal proceedings.","This includes the voluntary return, as quickly as possible, of those who are not granted the right to stay in Germany after the conclusion of legal proceedings.",601.2,,41113,2017,41113_2017_57795,601.2,1,humanitarian
"In addition to our full support for people who are recognized as being in need of protection, we will also deal responsibly with those who are not granted the right to stay in Germany and have to be repatriated.","In addition to our full support for people who are recognized as being in need of protection, we will also deal responsibly with those who are not granted the right to stay in Germany and have to be repatriated.",201.2,,41113,2017,41113_2017_57796,201.2,1,humanitarian
Care must also be taken to ensure that refugees are not pressured by the state to return voluntarily.,Care must also be taken to ensure that refugees are not pressured by the state to return voluntarily.,201.2,,41113,2017,41113_2017_57797,201.2,1,humanitarian
Collective deportations are unacceptable to us.,Collective deportations are unacceptable to us.,201.2,,41113,2017,41113_2017_57798,201.2,1,security
"With us in the federal government, there will be no deportations to crisis regions that are as unsafe as Afghanistan is at the moment, for example.","With us in the federal government, there will be no deportations to crisis regions that are as unsafe as Afghanistan is at the moment, for example.",201.2,,41113,2017,41113_2017_57799,201.2,1,security
The best refugee policy is and remains the one that prevents people from having to leave their homes.,The best refugee policy is and remains the one that prevents people from having to leave their homes.,107,,41113,2017,41113_2017_57803,107,1,humanitarian
"The causes of flight and displacement cannot be solved with higher fences, patrol boats, or pacts with autocrats.","The causes of flight and displacement cannot be solved with higher fences, patrol boats, or pacts with autocrats.",107,,41113,2017,41113_2017_57808,107,1,security
"Countries like Jordan, Turkey, Pakistan, Lebanon, Ethiopia or Kenya receive the most refugees worldwide.","Countries like Jordan, Turkey, Pakistan, Lebanon, Ethiopia or Kenya receive the most refugees worldwide.",201.2,,41113,2017,41113_2017_57817,201.2,1,security
3. for a European refugee policy based on human rights and solidarity,3. for a European refugee policy based on human rights and solidarity,H,,41113,2017,41113_2017_57819,H,1,humanitarian
